rating,reviewer_id,date,review_title,review_body,category,score_gemini,score_groq,rating_sentiment,gemini_sentiment,groq_sentiment,final_sentiment,final_score
0,martin,2025-05-02,,worst experience ever incompetence walmart employees mind boggle walmart choose no responsibility lose merchandise even advise walk around neighborhood see could find deliver wrong address illegal crime california cant go onto someone elses property without permission take items think walmart even website okay without consent guess theyre take responsibility neighbor believe youre porch pirate protect believe right no wonder walmart many open lawsuits company dont care safety efficacy customers please post although nothing change,furniture,1,0,negative,positive,negative,negative,0.0
1,karen,2025-04-18,zinus forever,imagine delight discover walmart carry zinus mattresses unbelievably low price point dv victim turn thriver first mattress life hadnt urinate alcoholic best sleep ive ever also two dog two cat well highly recommend zinus 1010,furniture,1,1,positive,positive,positive,positive,1.0
0,bethany,2025-06-25,feel spring,feel spring mattress lay buy 4 year old doesnt care not comfortable normal size adults,furniture,0,0,negative,negative,negative,negative,0.0
1,shay,2025-06-21,great bang buck,order mattress daughter arrive timely manner advertise recover well box say comfortable well worth money,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2025-01-04,,mattresses lightweight sturdy easy unpack handle weve sleep two nights theyre comfortable great easy sleep arrangement kid small space,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2024-10-08,,still not receive package delay two days big mattress know things could happen along way need mattress first delivery time need important along twin mattress order together expect arrive day,furniture,0,0,positive,negative,negative,negative,0.0
0,sg84,2025-01-29,awesome product 3rd party delivery service suck,item perfect want however walmart use lasership 3rd party delivery service suck package deliver yesterday afternoon today finally find deliver wrong address isnt 1st time happen plan stop order walmart find another delivery service not waste time gas track package,furniture,0,1,negative,negative,positive,negative,0.0
0,dontbuy,2025-03-05,desperate attention zinus,sell mattresss false accidently report review apologies somehow see joke someone sit back laugh dumb folks fell joke world favor please dont waste time,furniture,0,0,negative,negative,negative,negative,0.0
0,jude,2025-02-06,,lot big talk amaze product company better sleep air mattress honestly probably better use dog bed large dog lol use camp mattress trailer back truck suv save buy better mattress honestly,furniture,0,1,negative,negative,positive,negative,0.0
0,faelicia,2025-03-10,,3 inch not six feel spring hand good enough mattress topper another 50 get actual 6 firm sinus mattress amazon 5 months ago 20 nice regret buy realize til arrive didnt buy last time mean nice one get amazon mattress fold easily sit edge spring flatten nothing dont like firm mattress,furniture,0,0,negative,negative,negative,negative,0.0
0,kelley,2025-02-09,,mattress not suppose quality ridiculously horrible barely 4 inch tall come roll box dirty feel spring side walmart not continue sell product inferior doesnt even describe quality product,furniture,0,0,negative,negative,negative,negative,0.0
0,walmart customer,2025-03-05,dont,okay maybe little child however purchase 2 daybed trundle hear spring sit feel theyre pop second wasnt worth 7000 best 40 ill definitely need replace near future,furniture,0,0,negative,negative,negative,negative,0.0
0,darlaa,2025-02-21,not great,mattress pretty uncomfortable feel spring sit bed feel bar bedframe would suggest mattress topper dont even know would help im lay stomach feel spring rib,furniture,0,0,negative,negative,negative,negative,0.0
1,mommyaj,2025-02-16,great,almost didnt buy read od reviewsbut get anywaypretty decent price get 9 year old love like picture worth money would buy kid get older,furniture,1,1,positive,positive,positive,positive,1.0
0,anonymous,2025-03-03,terrible,mattress awful lightly run hand across top feel every spring six year old say spring keep hurt im get thick mattress topper well not firm either bouncy sharp wouldnt pay 40 top mattress thats still push,furniture,0,0,negative,negative,negative,negative,0.0
1,zena,2024-12-23,much actually memory foam,comfortable mattress great price say make memory foam honestly cant feel tell within mattress much memory foam really memory form distinctive feel comfort set apart normal feel mattress,furniture,1,1,positive,positive,positive,positive,1.0
0,lindsey,2024-12-19,,uncomfortable make cheap literally feel spring without barely apply pressure imagine lay thick mattress topper help somewhat even thick mattress cover wouldnt recommend,furniture,0,0,negative,negative,negative,negative,0.0
0,madi,2025-01-29,overprice scam save back,go know mattress box would thin maybe 3 inch tall lack much support might well sleep grind blanket 15 air mattress get walmart feel like heaven compare never think id miss old dorm room mattress boy 60 absolute piece trash complete scam wouldnt even donate id feel bad anyone sleep maybe kid could use theres little support couldnt tell spring definitely feel absolutely refund worthy thing wasnt worth half pay seriously stick air mattress im will fight tooth nail refund thing no idea im suppose uncomfortable dog bed,furniture,0,0,negative,negative,negative,negative,0.0
0,sylvia,2025-07-22,,understand 6 inch uncomfortable feel like youre lay floor oh something hard,furniture,0,0,negative,negative,negative,negative,0.0
0,nancy,2025-12-14,,terrible product literally feel spring whole body ache poorly make bed,furniture,0,0,negative,negative,negative,negative,0.0
0,margaret,2025-12-15,not recommend,feel spring mattress need purchase foam topper not comfortable,furniture,0,0,negative,negative,negative,negative,0.0
1,soraya,2025-12-20,,mattress really nice little one like jump bed like firm sleep like baby comfortable,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2025-12-22,,like say previously service awful product wonderful price great service,furniture,1,1,positive,positive,positive,positive,1.0
0,darmetta,2025-12-26,,item not look like picture mattress like sleep mattress jail absolutely trash,furniture,1,0,negative,positive,negative,negative,0.0
1,ashley,2025-08-20,bed mattress,fit great area son go last good fit perfectly twin size frame,furniture,0,1,positive,negative,positive,positive,1.0
1,walmartcustomer,2025-11-24,,need full mattress granddaughter price affordable delivery quick satisfy,furniture,1,1,positive,positive,positive,positive,1.0
1,lindsey,2025-10-15,,not bad matterss little springy opinion son doesnt seem mind tho,furniture,0,0,positive,negative,negative,negative,0.0
0,sierra,2026-01-05,,like able feel 26 hear spring every move mattress uncomfortable mattress ever lay,furniture,0,0,negative,negative,negative,negative,0.0
1,doris,2025-12-01,great bed,purchase grandson christmas parent assemble hes enjoy immensely easy assembly great preteens,furniture,1,1,positive,positive,positive,positive,1.0
0,vikram,2025-08-05,,springy top cushion layer not good feel like directly sleep spring get back pain use bed,furniture,1,0,negative,positive,negative,negative,0.0
0,kate,2025-12-27,,would not recommend mattress buy daughters room awful thin could fold half,furniture,0,0,negative,negative,negative,negative,0.0
1,gregory,2025-11-20,,bed come long box somewhat physically limit didnt problems get set alone,furniture,0,0,positive,negative,negative,negative,0.0
1,missy0712,2025-11-22,,mattress comfortable value great im glad stand alone without box spring highly recommend,furniture,0,1,positive,negative,positive,positive,1.0
1,walmartcustomer,2025-09-09,,product awesome price could lower price get lower day buy mattress dollars,furniture,0,1,positive,negative,positive,positive,1.0
0,anonymous,2025-09-16,,product thinner expect squeak get buy 9yearold say uncomfortable,furniture,0,0,negative,negative,negative,negative,0.0
0,lorena,2025-11-02,flimsy 26 uncomfortable,not best quality feel inner spring lot heavier expect theyre flimsy make difficult move around,furniture,0,0,negative,negative,negative,negative,0.0
0,olivia,2025-11-05,unsatisfied,hurt shoulder need get mattress pad make sleep worthy worst mattress ive ever experience,furniture,0,0,negative,negative,negative,negative,0.0
1,reem,2025-09-18,get,perfect price youre tight time need mattress fast great doesnt need topper,furniture,1,1,positive,positive,positive,positive,1.0
1,latrece,2025-12-13,price point mattress deliver,purchase zinus 6 basic tight top bonnell innerspring mattress twin size guest bedroom solid budgetfriendly option,furniture,1,1,positive,positive,positive,positive,1.0
1,mattie,2025-09-20,twin mattress,use foam toppers dont much decide try one far feel good,furniture,1,1,positive,positive,positive,positive,1.0
0,shirley,2025-08-01,suck,uncomfortable bed suck could get back box would return,furniture,0,0,negative,negative,negative,negative,0.0
0,mamad,2025-08-07,,suppose 8 inch matress exactly 7 inch thick also feel spring thin top fabric,furniture,1,0,negative,positive,negative,negative,0.0
0,jessica,2025-10-02,not good quality,quality mattress not say could feel hard wire mattress not comfortable,furniture,0,0,negative,negative,negative,negative,0.0
1,hadeil,2025-10-12,best buy ever,comfortable perfect size hight quality fast ship delivery highly recommend l everyone,furniture,1,1,positive,positive,positive,positive,1.0
0,rebeca,2026-01-15,crap,worst mattress ever sleep life husband back hurt hips hurt terrible around mattress,furniture,0,0,negative,negative,negative,negative,0.0
0,diana,2026-01-15,feel spring,buy 2 year old not like feel spring mattress,furniture,0,0,negative,negative,negative,negative,0.0
1,kimberly,2026-01-12,,mattress not comfortable addition buy mattress topper foam mattress sleep really good additional pad,furniture,0,1,positive,negative,positive,positive,1.0
0,tb,2026-01-13,not comfortable,spring felt mattress may good small child not adult foam topper recommend,furniture,1,0,negative,positive,negative,negative,0.0
1,patricia,2025-10-05,,fit perfect bed frame top bunk didnt take much fluff fact kid get laugh say comfy,furniture,0,1,positive,negative,positive,positive,1.0
0,ozzie,2025-09-04,not buy,horrible feel coil not comfortable kid literally change uncomfortable,furniture,1,0,negative,positive,negative,negative,0.0
1,walmartcustomer,2026-02-15,,nice bed teenage daughter love new bed price within budget bed,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2026-03-01,,son sleep need bedframes give actual rat since bedframes never arrive cant really say,furniture,0,0,positive,negative,negative,negative,0.0
1,kathy,2026-03-04,,spare room cant give honest opinion comfort grandkids dont complain,furniture,0,1,positive,negative,positive,positive,1.0
1,quinn,2026-03-03,,great price quick delivery son love bed comfortable like easy unwrap,furniture,1,1,positive,positive,positive,positive,1.0
0,kayla,2025-11-27,,uncomfortable feel spring buy toddlers would rather sleep bed,furniture,1,0,negative,positive,negative,negative,0.0
